content,tag,content_original
"plt.figure(figsize=(25,35)) ASSIGN=1 for k in ['01','02','03','04','05','06','07','08']: ASSIGN=TOTAvgRank_DD_DAP_TE_TB('ASSIGN Im',str(k)) ASSIGN=[] ASSIGN=[] ASSIGN=[] for i in range(4): r1,r2=ASSIGN['rank'+str(i)].split('path') R=float(r1)path(r2) R=1-R ASSIGN.append(1.5+R*math.sin(math.pipath+i*math.pipath)) ASSIGN.append(1.5+R*math.cos(math.pipath+i*math.pipath)) ASSIGN.append(ASSIGN['type'+str(i)]+"" rank: ""+ASSIGN['rank'+str(i)]) ASSIGN.append(ASSIGN[0]) ASSIGN.append(ASSIGN[0]) plt.subplot(4,2,ASSIGN) plt.plot(ASSIGN,ASSIGN, marker='o', markerfacecolor='blue', markersize=12, color='skyblue', linewidth=2) for i, txt in enumerate(ASSIGN): plt.annotate(txt, (ASSIGN[i]-0.2, ASSIGN[i])) plt.xlim(0.5,2.5) plt.ylim(0.5,2.5) plt.fill(ASSIGN, ASSIGN,""greenyellow"") plt.plot( 1.5, 1.5, marker='o', markerfacecolor='blue', markersize=8, linewidth=2) plt.title(""ASSIGN Im's performance in month ""+str(k),size=18)",1,"['plt.figure(figsize=(25,35))\n', 'j=1\n', ""for k in ['01','02','03','04','05','06','07','08']:\n"", ""    Sungjae=TOTAvgRank_DD_DAP_TE_TB('Sungjae Im',str(k))\n"", '    y=[]\n', '    x=[]\n', '    n=[]\n', '    for i in range(4):\n', ""        r1,r2=Sungjae['rank'+str(i)].split('/')\n"", '        R=float(r1)/float(r2)\n', '        R=1-R\n', '        y.append(1.5+R*math.sin(math.pi/4+i*math.pi/2))\n', '        x.append(1.5+R*math.cos(math.pi/4+i*math.pi/2))\n', '        n.append(Sungjae[\'type\'+str(i)]+"" rank: ""+Sungjae[\'rank\'+str(i)])\n', '\n', '    x.append(x[0])\n', '    y.append(y[0])\n', '    plt.subplot(4,2,j)\n', ""    plt.plot(x,y, marker='o', markerfacecolor='blue', markersize=12, color='skyblue', linewidth=2)\n"", '    for i, txt in enumerate(n):\n', '        plt.annotate(txt, (x[i]-0.2, y[i]))\n', '    plt.xlim(0.5,2.5)\n', '    plt.ylim(0.5,2.5)\n', '    plt.fill(x, y,""greenyellow"")\n', ""    plt.plot( 1.5, 1.5, marker='o', markerfacecolor='blue', markersize=8, linewidth=2)\n"", '    plt.title(""Sungjae Im\'s performance in month ""+str(k),size=18)\n']"
ASSIGN = ASSIGN.sort_values(by=['image-names']) ASSIGN = ASSIGN.sort_values(by=['image-names']),0,"[""pred_df_with_species_name = pred_df_with_species_name.sort_values(by=['image-names'])\n"", ""pred_df_with_cat_number = pred_df_with_cat_number.sort_values(by=['image-names'])""]"
"CHECKPOINT ASSIGN=Sequential() ASSIGN.add(Convolution2D(filters=32,kernel_size=(3,3),input_shape=(32,32,3),padding='same')) ASSIGN.add(BatchNormalization()) ASSIGN.add(Activation('relu')) ASSIGN.add(Dropout(rate=0.35)) ASSIGN.add(MaxPool2D(pool_size=(2,2),padding='same')) ASSIGN.add(Convolution2D(filters=64,kernel_size=(3,3),padding='same')) ASSIGN.add(BatchNormalization()) ASSIGN.add(Activation('relu')) ASSIGN.add(Dropout(rate=0.45)) ASSIGN.add(MaxPool2D(pool_size=(2,2),padding='same')) ASSIGN.add(Flatten()) ASSIGN.add(Dense(1024,activation='relu')) ASSIGN.add(BatchNormalization()) ASSIGN.add(Activation('relu')) ASSIGN.add(Dropout(rate=0.75)) ASSIGN.add(Dense(max(label)+1,activation='softmax')) ASSIGN.compile(loss='categorical_crossentropy',optimizer='adam',metrics=['accuracy']) ASSIGN=model.fit(X_train,y_train,validation_split=0.2,epochs=20,batch_size=128,verbose=1) ASSIGN=model.evaluate(X_test,y_test,verbose=1) print(,accuracy[1])#accuracy for test set def show_train_history(ASSIGN,train,validation): plt.plot(ASSIGN.history[train]) plt.plot(ASSIGN.history[validation]) plt.title('Train History') plt.ylabel('train') plt.xlabel('Epoch') plt.legend(['train','validation'],loc='upper left') plt.show() show_train_history(ASSIGN,'acc','val_acc')",1,"['model=Sequential()\n', ""model.add(Convolution2D(filters=32,kernel_size=(3,3),input_shape=(32,32,3),padding='same'))\n"", 'model.add(BatchNormalization())\n', ""model.add(Activation('relu'))\n"", 'model.add(Dropout(rate=0.35))\n', '\n', ""model.add(MaxPool2D(pool_size=(2,2),padding='same'))\n"", '\n', ""model.add(Convolution2D(filters=64,kernel_size=(3,3),padding='same'))\n"", 'model.add(BatchNormalization())\n', ""model.add(Activation('relu'))\n"", 'model.add(Dropout(rate=0.45))\n', '\n', ""model.add(MaxPool2D(pool_size=(2,2),padding='same'))\n"", '\n', 'model.add(Flatten())\n', '\n', ""model.add(Dense(1024,activation='relu'))\n"", 'model.add(BatchNormalization())\n', ""model.add(Activation('relu'))\n"", 'model.add(Dropout(rate=0.75))\n', '\n', ""model.add(Dense(max(label)+1,activation='softmax'))\n"", '\n', ""model.compile(loss='categorical_crossentropy',optimizer='adam',metrics=['accuracy'])\n"", '\n', 'train_history=model.fit(X_train,y_train,validation_split=0.2,epochs=20,batch_size=128,verbose=1)\n', 'accuracy=model.evaluate(X_test,y_test,verbose=1)\n', 'print(""test accuracy:"",accuracy[1])#accuracy for test set\n', '\n', '\n', '\n', 'def show_train_history(train_history,train,validation):\n', '\tplt.plot(train_history.history[train])\n', '\tplt.plot(train_history.history[validation])\n', ""\tplt.title('Train History')\n"", ""\tplt.ylabel('train')\n"", ""\tplt.xlabel('Epoch')\n"", ""\tplt.legend(['train','validation'],loc='upper left')\n"", '\tplt.show()\n', '\n', ""show_train_history(train_history,'acc','val_acc') #acc:accuracy for training set. val_acc:accuracy for validation.""]"
submission_df['income class'] = submission_df['income class'] + correction submission_df['income class'] = submission_df['income class'].apply(np.round) submission_df['income class'] = submission_df['income class'].astype(int),0,"['# apply correction, classify 0/1 and make it int\n', ""submission_df['income class'] = submission_df['income class'] + correction # tensor correction\n"", ""submission_df['income class'] = submission_df['income class'].apply(np.round)\n"", ""submission_df['income class'] = submission_df['income class'].astype(int)""]"
"data_features.loc[condition6,'MasVnrType'] = 'Stone' data_features['MasVnrType'] = data_features['MasVnrType'].fillna('None') data_features['MasVnrArea'] = data_features['MasVnrArea'].fillna(0)",0,"[""data_features.loc[condition6,'MasVnrType'] = 'Stone'\n"", ""data_features['MasVnrType'] = data_features['MasVnrType'].fillna('None')\n"", ""data_features['MasVnrArea'] = data_features['MasVnrArea'].fillna(0)""]"
train.head(),0,['train.head()']
"SETUP CHECKPOINT for dirname, _, filenames in os.walk('path'): for filename in filenames: print(os.path.join(dirname, filename))",0,"['# This Python 3 environment comes with many helpful analytics libraries installed\n', '# It is defined by the kaggle/python Docker image: https://github.com/kaggle/docker-python\n', ""# For example, here's several helpful packages to load\n"", '\n', 'import numpy as np # linear algebra\n', 'import pandas as pd # data processing, CSV file I/O (e.g. pd.read_csv)\n', '\n', '# Input data files are available in the read-only ""../input/"" directory\n', '# For example, running this (by clicking run or pressing Shift+Enter) will list all files under the input directory\n', '\n', 'import os\n', ""for dirname, _, filenames in os.walk('/kaggle/input'):\n"", '    for filename in filenames:\n', '        print(os.path.join(dirname, filename))\n', '\n', '# You can write up to 5GB to the current directory (/kaggle/working/) that gets preserved as output when you create a version using ""Save & Run All"" \n', ""# You can also write temporary files to /kaggle/temp/, but they won't be saved outside of the current session\n"", '#MAYUKH GHOSH 18BCE0417']"
CHECKPOINT all_to_investigate,0,['all_to_investigate']
covid['SARS-Cov-2 exam result'].value_counts(),0,"['# Verificando os valores da coluna target\n', ""covid['SARS-Cov-2 exam result'].value_counts()""]"
df.tail(),0,['df.tail()']
"X_train,X_val,X_test,Y_train,Y_val,Y_test=preprocess_data(X_train,X_val,X_test,Y_train,Y_val,Y_test)",0,"['X_train,X_val,X_test,Y_train,Y_val,Y_test=preprocess_data(X_train,X_val,X_test,Y_train,Y_val,Y_test)']"
"CHECKPOINT print('Cross_val Score RandomForestClassifier = ', cross_val_score(rfc, X, y.reshape(-1), cv=5).mean())",0,"[""print('Cross_val Score RandomForestClassifier = ', cross_val_score(rfc, X, y.reshape(-1), cv=5).mean())""]"
"ASSIGN=torch.FloatTensor(create_class_weights()).to(device) ASSIGN = nn.NLLLoss() ASSIGN = optim.Adam(model.parameters(), lr=0.001) ASSIGN = lr_scheduler.StepLR(optimizer, step_size=7, gamma=0.1)",0,"['weight=torch.FloatTensor(create_class_weights()).to(device)\n', 'criterion = nn.NLLLoss()\n', 'optimizer = optim.Adam(model.parameters(), lr=0.001)\n', 'exp_lr_scheduler = lr_scheduler.StepLR(optimizer, step_size=7, gamma=0.1)']"
"data.iloc[1000,:]",0,"['data.iloc[1000,:]']"
"CHECKPOINT ASSIGN = dataset.drop(['Chance of Admit'], axis = 1) ex",0,"[""ex = dataset.drop(['Chance of Admit'], axis = 1)\n"", 'ex']"
SETUP,0,['import matplotlib.pyplot as plt']
"sns.catplot(x ='Survived', y ='Age', data = df1)",1,"[""sns.catplot(x ='Survived', y ='Age', data = df1)""]"
ASSIGN = df1['Survived'],0,"[""x_test = df1['Survived']""]"
"X_train.drop(['gender','PhoneService','TotalCharges','tenure'], axis=1, inplace=True) X_test.drop(['gender','PhoneService','TotalCharges','tenure'], axis=1, inplace=True)",0,"[""# Removing unimportant features ['gender','PhoneService','TotalCharges','tenure']\n"", ""X_train.drop(['gender','PhoneService','TotalCharges','tenure'], axis=1, inplace=True)\n"", ""X_test.drop(['gender','PhoneService','TotalCharges','tenure'], axis=1, inplace=True)""]"
"ASSIGN=folium.Map() ASSIGN=pd.DataFrame({""Lat"":stations['Lat'],""Long"":stations['Long']}) ASSIGN.add_child(plugins.HeatMap(data=ASSIGN))",1,"['map_all=folium.Map()\n', 'stations_new=pd.DataFrame({""Lat"":stations[\'Lat\'],""Long"":stations[\'Long\']})\n', 'map_all.add_child(plugins.HeatMap(data=stations_new))\n', '\n']"
"test_df['prediction'] = pp.predict(test_df.question_text.to_numpy()) test_df[['qid','prediction']].to_csv(""submission.csv"", index=False)",0,"[""test_df['prediction'] = pp.predict(test_df.question_text.to_numpy())\n"", 'test_df[[\'qid\',\'prediction\']].to_csv(""submission.csv"", index=False)']"
"ASSIGN = pd.concat([data,dummy1,dummy2,dummy3], axis = 'columns')",0,"[""merge = pd.concat([data,dummy1,dummy2,dummy3], axis = 'columns')""]"
"ASSIGN=plt.subplots(2,1,figsize=(15,15)) sns.boxplot(x=""MSSubClass"", y=""SalePrice"", data=train,ax=ax[0]) ax[0].set_title(""Boxplot of Price for MSSubClass"",size=20) ASSIGN=ASSIGN[ASSIGN.SalePrice<=400000] sns.boxplot(x=""MSSubClass"", y=""SalePrice"", data=ASSIGN,ax=ax[1]) ax[1].set_title(""Boxplot of Price for MSSubClass(price<=400000)"",size=20)",1,"['fig,ax=plt.subplots(2,1,figsize=(15,15))\n', 'sns.boxplot(x=""MSSubClass"", y=""SalePrice"", data=train,ax=ax[0])\n', 'ax[0].set_title(""Boxplot of Price for MSSubClass"",size=20)\n', '\n', 'train=train[train.SalePrice<=400000]\n', 'sns.boxplot(x=""MSSubClass"", y=""SalePrice"", data=train,ax=ax[1])\n', 'ax[1].set_title(""Boxplot of Price for MSSubClass(price<=400000)"",size=20)']"
"CHECKPOINT model2.save(""model2.h5"") print()",0,"['model2.save(""model2.h5"")\n', 'print(""Saved model to disk"")']"
"ASSIGN = pd.concat([output1,output2],axis = 1) ASSIGN.sort_values(by=['Accuracy after HT'], inplace=True, ascending=False) ASSIGN.head(10)",0,"['output = pd.concat([output1,output2],axis = 1)\n', ""output.sort_values(by=['Accuracy after HT'], inplace=True, ascending=False)\n"", 'output.head(10)']"
"plt.figure(figsize=(12,5)) plt.title(""Distribution of test image locations(Test location Variable)"") ASSIGN = sns.distplot(test[""location""])",1,"['plt.figure(figsize=(12,5))\n', 'plt.title(""Distribution of test image locations(Test location Variable)"")\n', 'ax = sns.distplot(test[""location""])']"
SETUP,0,['import matplotlib.pyplot as plt']
"ASSIGN = [c for c in df_train.columns if c not in ['card_id', 'first_active_month','target','outliers']] ASSIGN = df_train['ASSIGN'] del df_train['ASSIGN']",0,"[""df_train_columns = [c for c in df_train.columns if c not in ['card_id', 'first_active_month','target','outliers']]\n"", ""target = df_train['target']\n"", ""del df_train['target']""]"
"CHECKPOINT ASSIGN = sum(list(confirm_dict.values())) ASSIGN = sum(list(deaths_dict.values())) ASSIGN = sum(list(recover_dict.values())) ASSIGN = total_confirmed -(total_deaths+total_recovered) print(, ASSIGN)",0,"['total_confirmed = sum(list(confirm_dict.values()))\n', 'total_deaths = sum(list(deaths_dict.values()))\n', 'total_recovered = sum(list(recover_dict.values()))\n', '\n', 'total_still_affected = total_confirmed -(total_deaths+total_recovered)\n', 'print(""World Population affectedas of 22nd March 2020: "", total_confirmed)']"
headline_by_year(2005),0,['headline_by_year(2005)']
SETUP ASSIGN = load_breast_cancer() ASSIGN.keys(),0,"['from sklearn.datasets import load_breast_cancer\n', 'cancer = load_breast_cancer()\n', 'cancer.keys()']"
"titanic_df.drop(""Cabin"",axis=1,inplace=True) test_df.drop(""Cabin"",axis=1,inplace=True)",0,"['# Cabin\n', ""# It has a lot of NaN values, so it won't cause a remarkable impact on prediction\n"", 'titanic_df.drop(""Cabin"",axis=1,inplace=True)\n', 'test_df.drop(""Cabin"",axis=1,inplace=True)']"
data.carsList.apply(lambda x:x.strip('[]')) SLICE=data.carsList.apply(lambda x:x.strip('[]')) data.head(),0,"[""data.carsList.apply(lambda x:x.strip('[]'))\n"", ""data['carsList']=data.carsList.apply(lambda x:x.strip('[]'))\n"", 'data.head()']"
"CHECKPOINT def plotCorrelationMatrix(df, graphWidth): ASSIGN = df.dataframeName ASSIGN = ASSIGN.dropna('columns') ASSIGN = ASSIGN[[col for col in ASSIGN if ASSIGN[col].nunique() > 1]] if ASSIGN.shape[1] < 2: print(f'No correlation plots shown: The number of non-NaN or constant columns ({ASSIGN.shape[1]}) is less than 2') return ASSIGN = df.ASSIGN() plt.figure(num=None, figsize=(graphWidth, graphWidth), dpi=80, facecolor='w', edgecolor='k') ASSIGN = plt.matshow(corr, fignum = 1) plt.xticks(range(len(ASSIGN.columns)), ASSIGN.columns, rotation=90) plt.yticks(range(len(ASSIGN.columns)), ASSIGN.columns) plt.gca().xaxis.tick_bottom() plt.colorbar(ASSIGN) plt.title(f'Correlation Matrix for {ASSIGN}', fontsize=15) plt.show()",1,"['# Correlation matrix\n', 'def plotCorrelationMatrix(df, graphWidth):\n', '    filename = df.dataframeName\n', ""    df = df.dropna('columns') # drop columns with NaN\n"", '    df = df[[col for col in df if df[col].nunique() > 1]] # keep columns where there are more than 1 unique values\n', '    if df.shape[1] < 2:\n', ""        print(f'No correlation plots shown: The number of non-NaN or constant columns ({df.shape[1]}) is less than 2')\n"", '        return\n', '    corr = df.corr()\n', ""    plt.figure(num=None, figsize=(graphWidth, graphWidth), dpi=80, facecolor='w', edgecolor='k')\n"", '    corrMat = plt.matshow(corr, fignum = 1)\n', '    plt.xticks(range(len(corr.columns)), corr.columns, rotation=90)\n', '    plt.yticks(range(len(corr.columns)), corr.columns)\n', '    plt.gca().xaxis.tick_bottom()\n', '    plt.colorbar(corrMat)\n', ""    plt.title(f'Correlation Matrix for {filename}', fontsize=15)\n"", '    plt.show()\n']"
"def preprocess_img(img): ASSIGN=(100,100) ASSIGN = cv2.resize(img, dim, interpolation=cv2.INTER_LINEAR) return res",0,"['def preprocess_img(img):\n', '    dim=(100,100)\n', '    res = cv2.resize(img, dim, interpolation=cv2.INTER_LINEAR)\n', '    return res\n', '    ']"
ASSIGN = confirm_dict_sorted[:10] ASSIGN = deaths_dict_sorted[:10] ASSIGN = recover_dict_sorted[:10] ASSIGN = dict(ASSIGN) ASSIGN = dict(ASSIGN) ASSIGN = dict(ASSIGN),0,"['top10_confirm = confirm_dict_sorted[:10]\n', 'top10_deaths = deaths_dict_sorted[:10]\n', 'top10_recover = recover_dict_sorted[:10]\n', 'top10_confirm = dict(top10_confirm)\n', 'top10_deaths = dict(top10_deaths)\n', 'top10_recover = dict(top10_recover)']"
"my_submission['target'] = my_submission['target'].map({0:0, 1:4})",0,"[""my_submission['target'] = my_submission['target'].map({0:0, 1:4})""]"
"SETUP CHECKPOINT ASSIGN = dtree.score(train_x, train_y) print('training accuracy: %.5f' % ASSIGN) ASSIGN=accuracy_score(test_y, predict_y) print('test accuracy: %.5f' % ASSIGN)",0,"['#計算訓練數據與測試數據的正確率\n', 'from sklearn.metrics import accuracy_score\n', 'acc_log = dtree.score(train_x, train_y)\n', ""print('training accuracy: %.5f' % acc_log)\n"", 'x=accuracy_score(test_y, predict_y)\n', ""print('test accuracy: %.5f' % x)""]"
"ASSIGN=pd.read_csv(""..path"") ASSIGN=pd.read_csv(""..path"") ASSIGN['image_id']=ASSIGN['image_id']+'.jpg' ASSIGN['image_id']=ASSIGN['image_id']+'.jpg' ASSIGN.head()",0,"['train=pd.read_csv(""../input/plant-pathology-2020-fgvc7/train.csv"")\n', 'test=pd.read_csv(""../input/plant-pathology-2020-fgvc7/test.csv"")\n', ""train['image_id']=train['image_id']+'.jpg'\n"", ""test['image_id']=test['image_id']+'.jpg'\n"", 'train.head()']"
"learn.fit_one_cycle(1,max_lr=1e-8)",0,"['learn.fit_one_cycle(1,max_lr=1e-8)']"
"CHECKPOINT ASSIGN = ""..path"" ASSIGN = 0 ASSIGN =[] for n in range(len(folder)): ASSIGN = os.path.join(base_path, folder[n]) print(ASSIGN) ASSIGN = os.listdir(image_path) print(len(ASSIGN)) ASSIGN.append(len(ASSIGN)) ASSIGN += len(ASSIGN) print(.format(ASSIGN)) print(ASSIGN)",0,"['base_path = ""../input/lung-colon-normal/trainable_normal""\n', 'total_images = 0\n', 'image_class =[]\n', 'for n in range(len(folder)):\n', '  image_path = os.path.join(base_path, folder[n]) \n', '  print(image_path)\n', '  # class_path = patient_path + ""/"" + str(c) + ""/""\n', '  subfiles = os.listdir(image_path)\n', '  print(len(subfiles))\n', '  image_class.append(len(subfiles))\n', '  total_images += len(subfiles)\n', 'print(""The number of total images are:{}"".format(total_images))  \n', 'print(image_class)']"
"CHECKPOINT ASSIGN=data_risk1[:2000] ASSIGN=data_risk1_2000.Longitude.mean() ASSIGN=data_risk1_2000.Latitude.mean() ASSIGN=folium.Map([Lat,Long],zoom_start=12) ASSIGN=plugins.MarkerCluster().add_to(risk1_map) for lat,lon,label in zip(ASSIGN.Latitude,ASSIGN.Longitude,ASSIGN['AKA Name']): folium.Marker(location=[lat,lon],icon=None,popup=label).add_to(ASSIGN) ASSIGN.add_child(ASSIGN) risk1_map",1,"['data_risk1_2000=data_risk1[:2000]\n', 'Long=data_risk1_2000.Longitude.mean()\n', 'Lat=data_risk1_2000.Latitude.mean()\n', 'risk1_map=folium.Map([Lat,Long],zoom_start=12)\n', '\n', 'risk1_distribution_map=plugins.MarkerCluster().add_to(risk1_map)\n', ""for lat,lon,label in zip(data_risk1_2000.Latitude,data_risk1_2000.Longitude,data_risk1_2000['AKA Name']):\n"", '    folium.Marker(location=[lat,lon],icon=None,popup=label).add_to(risk1_distribution_map)\n', 'risk1_map.add_child(risk1_distribution_map)\n', '\n', 'risk1_map']"
"def plotPerColumnDistribution(df, nGraphShown, nGraphPerRow): ASSIGN = df.ASSIGN() ASSIGN = ASSIGN[[col for col in ASSIGN if nunique[col] > 1 and nunique[col] < 50]] nRow, nCol = ASSIGN.shape ASSIGN = list(df) ASSIGN = (nCol + nGraphPerRow - 1) path plt.figure(num = None, figsize = (6 * nGraphPerRow, 8 * ASSIGN), dpi = 80, facecolor = 'w', edgecolor = 'k') for i in range(min(nCol, nGraphShown)): plt.subplot(ASSIGN, nGraphPerRow, i + 1) ASSIGN = df.iloc[:, i] if (not np.issubdtype(type(ASSIGN.iloc[0]), np.number)): ASSIGN = columnDf.value_counts() ASSIGN.plot.bar() else: ASSIGN.hist() plt.ylabel('counts') plt.xticks(rotation = 90) plt.title(f'{ASSIGN[i]} (column {i})') plt.tight_layout(pad = 1.0, w_pad = 1.0, h_pad = 1.0) plt.show()",1,"['# Distribution graphs (histogram/bar graph) of column data\n', 'def plotPerColumnDistribution(df, nGraphShown, nGraphPerRow):\n', '    nunique = df.nunique()\n', '    df = df[[col for col in df if nunique[col] > 1 and nunique[col] < 50]] # For displaying purposes, pick columns that have between 1 and 50 unique values\n', '    nRow, nCol = df.shape\n', '    columnNames = list(df)\n', '    nGraphRow = (nCol + nGraphPerRow - 1) / nGraphPerRow\n', ""    plt.figure(num = None, figsize = (6 * nGraphPerRow, 8 * nGraphRow), dpi = 80, facecolor = 'w', edgecolor = 'k')\n"", '    for i in range(min(nCol, nGraphShown)):\n', '        plt.subplot(nGraphRow, nGraphPerRow, i + 1)\n', '        columnDf = df.iloc[:, i]\n', '        if (not np.issubdtype(type(columnDf.iloc[0]), np.number)):\n', '            valueCounts = columnDf.value_counts()\n', '            valueCounts.plot.bar()\n', '        else:\n', '            columnDf.hist()\n', ""        plt.ylabel('counts')\n"", '        plt.xticks(rotation = 90)\n', ""        plt.title(f'{columnNames[i]} (column {i})')\n"", '    plt.tight_layout(pad = 1.0, w_pad = 1.0, h_pad = 1.0)\n', '    plt.show()\n']"
